m1 m2 m3 m4 m5 m6 m7 t1_timing_profile t2_timing_profile t3_timing_profile t4_timing_profile t5_timing_profile t6_timing_profile t7_timing_profile t8_timing_profile
11 7 -785.389 -791.536 -663.714 -721.455 -767.488 8527.45 8533.37 8539.03 8546.76 8554.44 8577.24 8583.63 8589.59
8 2 -720.345 -790.871 -734.925 -771.997 -773.528 9202.26 9207.9 9214.72 9222.58 9230.22 9246.27 9255.93 9265.85
6 12 -706.981 -766.83 -637.183 -710.735 -714.329 161.85 162.465 163.372 173.708 181.279 184.908 188.279 191.726
9 14 -793.634 -849.787 -717.423 -732.283 -732.767 235.049 235.759 236.638 252.935 268.848 273.286 276.345 279.78
14 7 -830.237 -836.061 -527.359 -605.118 -625.04 889.105 890.587 891.634 902.112 911.657 936.956 940.49 943.778
15 7 -718.59 -771.219 -627.214 -656.28 -661.18 2457.21 2459.85 2463.04 2475.88 2487.81 2494.96 2498.6 2502.02
19 5 -834.995 -833.245 -643.466 -661.848 -662.12 949.325 950.816 952.621 958.824 963.998 970.857 975.292 979.387
7 13 -732.835 -812.3 -763.336 -751.561 -742.814 2881.17 2883.6 2885.45 2898.08 2910.38 2916.5 2919.35 2922.28
6 2 -680.21 -713.617 -213.725 -408.858 -465.174 3274.1 3277.15 3280.44 3285.73 3289.82 3319.35 3321.52 3323.74
14 5 -662.803 -674.198 -655.845 -671.219 -704.339 5418.85 5422.94 5427.29 5436.98 5443.87 5455.65 5460.46 5465.01
6 10 -859.935 -889.49 -832.282 -830.938 -832.782 7319.6 7324.7 7329.72 7337.58 7344.94 7372.02 7386.15 7399.21
7 5 -724.293 -751.061 51050 -714.04 -769.295 7748.79 7753.69 7758.45 7766.47 7772.12 7799.57 7805.27 7809.02
7 1 -694.212 -701.542 -540.89 -698.358 -716.98 8060.79 8065.5 8071.85 8078.5 8083.99 8105.32 8112.71 8119.77
15 3 -663.099 -782.162 835404 -405.105 -481.236 24.7451 25.0245 25.2614 32.4485 38.5963 59.6566 72.4543 76.4157
17 13 -635.566 -713.749 170050 -420.487 -554.043 169.305 169.91 170.586 184.688 197.418 236.636 239.561 242.197
14 19 -787.553 -851.815 -703.946 -713.29 -711.047 2090.54 2092.92 2094.83 2114.26 2131.4 2137.94 2141.8 2145.6
9 5 -655.9 -677.255 -679.773 -724.376 -727.095 2353.27 2356.01 2358.59 2366.78 2373.06 2378.38 2381.72 2385.1
7 5 -715.875 -725.352 -398.907 -473.895 -416.551 3068.08 3070.89 3073.9 3079.73 3085.04 3133.46 3136.7 3141.02
6 1 -738.916 -735.1 393.617 -391.467 -454.436 4926.31 4929.73 4933.33 4939.92 4945.27 4993.17 4995.83 4999.15
11 14 -722.977 -740.264 -695.403 -753.698 -823.434 5708.55 5712.33 5716.23 5727.5 5737.47 5746.96 5752.92 5759.02
10 1 -682.408 -698.133 -398.34 -679.912 -662.305 8327.45 8332.15 8338 8343.35 8347.35 8375.91 8379.96 8384.9
16 8 -738.378 -755.379 163855 -576.877 -634.268 9045.45 9050.66 9054.61 9065.85 9075.41 9098.66 9106.82 9110.25
6 3 -722.982 -714.968 -677.931 -701.989 -718.774 0.852578 0.995293 1.13712 7.01931 12.1938 18.4685 23.1789 27.7155
10 11 -856.404 -875.189 -404.372 -546.669 -603.453 714.604 715.761 717.027 731.308 744.051 766.172 769.7 773.906
15 6 -777.917 -804.381 183663 -412.121 -481.349 1271.09 1272.91 1274.42 1282.31 1292.4 1332.94 1339.54 1342.31
16 8 -636.37 -669.64 -691.53 -712.551 -732.556 4392.25 4396.32 4400.6 4408.75 4415.16 4422.76 4426.48 4430.29
9 1 -776.765 -813.278 -681.966 -737.829 -743.271 5158.96 5163.08 5167.37 5175.41 5182.36 5195.35 5200.92 5206.57
2 3 -699.562 -744.733 -681.779 -684.295 -711.648 5812.82 5817.57 5821.6 5829.72 5836.43 5849.54 5855.08 5860.85
7 2 -668.599 -675.849 -564.962 -563.245 -571.612 6989.82 6993.52 6997.28 7003.42 7008.55 7015.17 7017.77 7020.65
16 3 -675.973 -701.785 830303 -473.735 -583.363 7176.27 7180.36 7183.79 7189.7 7194.98 7231.36 7252.99 7258.4
11 7 -769.448 -768.331 -612.181 -612.1 -785.963 8684.65 8688.76 8692.98 8699.93 8705.33 8714.13 8717.93 8722.46
7 10 -754.331 -798.889 -597.21 -700.835 -713.26 9477.92 9483.11 9488.96 9501.23 9512.31 9521.65 9524.95 9528.29
9 9 -725.081 -757.608 -727.854 -664.774 -685.292 9825.03 9829.9 9834.54 9841.37 9846.62 9865.03 9878.07 9891.5
10 15 -866.71 -872.094 158393 -611.011 -661.194 165.984 166.645 167.237 180.862 193.224 232.622 239.104 244.996
16 9 -811.379 -825.263 -801.259 -808.792 -806.503 1455.5 1457.29 1459.47 1468.14 1475.31 1484.71 1492.76 1501.16
6 3 -722.431 -737.179 -675.461 -672.803 -676.536 2392.83 2395.7 2398.89 2406.93 2413.65 2420.26 2424.3 2428
16 5 -770.108 -770.61 21372.2 -479.343 -485.389 6793.42 6797.15 6801.28 6809.52 6816.35 6869.67 6872.64 6875.44
6 16 -808.96 -845.605 107919 55628.2 -456.255 8982.52 8988.45 8993.64 9008.43 9022.64 9060.06 9077.15 9080.23
8 2 -683.552 -687.182 -595.284 -700.1 -666.623 9.6399 9.85045 10.0384 16.7633 21.5139 39.0523 46.3622 53.5865
9 10 -637.262 -615.111 -637.142 -684.173 -685.5 101.223 101.642 101.954 114.291 123.646 129.28 133.334 137.355
12 24 -785.504 -858.412 352887 13990.3 -400.698 161.831 162.293 162.611 182.578 200.072 226.05 253.161 257.302
16 13 -761.197 -804.036 -21.5045 -501.261 -510.063 1361.91 1363.75 1365.49 1377.51 1389.16 1412.4 1414.55 1416.66
11 12 -752.955 -816.337 -696.601 -738.308 -739.659 1665.11 1667.08 1669.57 1681.61 1692.48 1700 1704.31 1708.38
9 4 -758.273 -770.224 -644.323 -691.654 -758.191 3528.2 3531.76 3535 3541.93 3547.71 3560.15 3566.42 3572.7
10 12 -736.847 -796.838 -596.947 -635.127 -727.269 3696.76 3700.44 3703.74 3716.26 3728.41 3738.38 3744.25 3751.21
8 2 -741.896 -751.889 -607.23 -649.335 -653.588 3781.1 3784.88 3788.52 3793.36 3797.22 3808.41 3812.76 3816.93
7 3 -698.417 -745.537 -516.495 -517.608 -533.385 4814.12 4817.66 4821.32 4827.35 4832.97 4844.2 4847.47 4851.17
17 12 -670.437 -712.911 -558.03 -560.517 -563.279 5429.59 5433.93 5438.01 5450.77 5461.86 5472.99 5477.39 5481.42
15 2 -692.098 -692.837 -657.862 -710.346 -715.986 1.22342 1.38537 1.54562 7.05531 11.4395 14.551 17.7733 20.8653
6 7 -741.12 -776.259 -624.273 -684.252 -722.484 116.313 116.815 117.218 127.474 135.937 141.794 145.004 148.693
8 17 -805.895 -849.827 -658.126 -736.3 -768.383 492.691 493.734 494.652 508.563 520.271 531.421 537.271 542.914
13 16 -811.702 -841.832 -598.296 -603.571 -639.634 889.316 890.747 892.272 905.623 918.034 925.882 930.201 934.825
10 6 -731.274 -734.419 -607.996 -611.857 -619.87 951.918 953.347 954.77 966.082 976.588 981.873 984.544 987.181
13 20 -783.448 -846.181 -660.292 -773.891 -780.839 1548.88 1551.03 1553.16 1568.71 1582.36 1601.33 1606.01 1610.77
15 9 -711.715 -774.978 -633.009 -663.277 -682.453 2313.04 2315.35 2317.36 2330.41 2341.2 2347.92 2352.36 2357.1
14 5 -726.886 -789.781 15558.4 -530.09 -594.466 3024.64 3027.13 3029.71 3039.27 3047.99 3080.56 3084.95 3090.43
12 21 -739.417 -740.539 526750 -512.246 -555.573 3573.05 3576.16 3579.54 3597.41 3611.37 3634.08 3642.67 3645.18
11 5 -736.216 -736.87 -642.901 -602.742 -604.644 4591.48 4594.7 4598.04 4606.22 4612.19 4620.16 4624.66 4628.99
3 13 -849.277 -852.451 -657.457 -661.381 -662.75 9391.18 9395.71 9401.49 9412 9421.81 9433.07 9438.93 9444.5
10 13 -774.407 -743.301 71349.7 -772.1 -812.268 60.2525 60.6729 61.1947 76.1998 89.0343 107.714 117.725 126.993
10 15 -729.307 -853.696 -624.814 -647.098 -649.166 224.464 225.163 225.743 242.836 257.2 260.931 263.861 267.097
12 10 -662.314 -735.289 -727.606 -706.524 -780.522 390.497 391.343 392.183 403.571 414.514 425.266 432.727 439.427
7 3 -630.837 -652.535 207126 -459.501 -469.706 2728.85 2731.76 2735.21 2741.8 2746.71 2780.86 2785.33 2788.6
12 15 -722.929 -747.724 -687.078 -765.074 -783.175 4564.28 4567.82 4570.67 4585.42 4598.32 4608.91 4616.57 4623.85
7 12 -761.225 -770.264 -607.632 -693.26 -698.971 5012.39 5016 5020.77 5033.45 5043.85 5051.03 5055 5059.16
19 16 -822.661 -864.412 -1072.19 -1016.03 -997.088 5380.39 5384.25 5388.37 5406.43 5421.95 5429.23 5432.31 5435.19
7 11 -654.89 -689.915 -507.113 -604.557 -601.422 6580.86 6584.83 6588.48 6599.33 6607.42 6614.71 6617.83 6620.59
11 9 -778.134 -841.435 3302.78 -558.106 -615.482 7014.62 7018.99 7023.5 7035.04 7043.83 7062.46 7065.36 7068.36
17 13 -597.062 -649.055 -712.806 -713.253 -731.268 8460.4 8464.38 8468.35 8478.87 8486.55 8502.35 8508.04 8513.8
9 14 -808.047 -865.911 340519 -307.595 -509.81 9287.37 9292.03 9296 9313.88 9329.66 9353.12 9361.77 9364.01
6 16 -821.52 -852 -600.48 -811.203 -810.037 160.716 161.303 161.786 179.905 194.066 206.338 214.131 224.325
6 13 -785.732 -809.903 -685.528 -756.199 -756.057 557.585 558.676 559.405 572.525 582.766 588.04 592.169 596.374
12 12 -686.643 -761.998 -600.726 -599.658 -752.1 614.283 615.645 616.944 629.037 639.96 643.655 646.772 650.096
9 17 -771.156 -809.172 -627.582 -667.627 -686.947 684.256 685.572 687.057 701.38 714.278 721.556 727.091 732.484
5 8 -646.49 -676.67 -711.156 -795.129 -825.047 829.764 831.466 833.301 843.219 851.733 871.536 879.666 886.85
10 2 -550.611 -559.161 -711.666 -800.744 -812.583 1340.57 1342.34 1344.02 1351.47 1356.87 1372.97 1384.73 1396.07
15 15 -803.594 -804.431 -427.914 -756.05 -809.98 4677.17 4680.18 4683.88 4699.25 4713.4 4739.92 4750.46 4762.15
7 1 -687.98 -732.961 -304.479 -780.584 -801.774 5695.39 5699.47 5703.62 5712.84 5719.48 5747.81 5752.63 5757.4
8 13 -833.851 -870.91 -675.767 -676.516 -678.276 6151.26 6155.49 6160.44 6172.6 6183.53 6191.91 6194.83 6197.78
6 12 -854.357 -883.97 -460.632 -520.563 -534.375 6214.05 6218.32 6222.35 6235.07 6245.34 6252.82 6255.89 6258.9
10 3 -677.58 -735.433 -631.957 -726.525 -731.843 6585.73 6590.01 6593.7 6602.33 6609.74 6617.97 6621.43 6624.72
15 11 -723.244 -799.012 63352.3 -627.642 -645.048 7378.67 7383.36 7387.66 7400.4 7410.09 7428.15 7437.36 7446.31
8 5 -602.763 -658.627 -567.255 -597.636 -607.057 7682.06 7686.02 7690.09 7697.27 7701.6 7709.77 7713.42 7717.18
8 7 -747.936 -780.972 -718.241 -761.137 -762.294 7927.39 7931.92 7936.17 7945.77 7954.58 7975.55 7989.97 8004.1
7 14 -809.96 -817.236 -688.66 -695.387 -707.787 9564.79 9570.14 9575.69 9589.62 9600.58 9610.68 9614.66 9618.54
10 1 -772.704 -780.081 -591.617 -683.651 -692.68 660.003 661.583 662.64 666.957 671.056 677.536 681.117 684.503
12 5 -746.571 -746.536 -588.6 -718.728 -742.005 3585.93 3588.68 3591.54 3601.79 3609.48 3615.94 3619.41 3623.13
9 14 -806.523 -806.34 -723.881 -840.139 -818.446 3812.98 3816.69 3820.07 3834.67 3847 3858.16 3862.78 3867.25
15 9 -740.312 -812.318 -473.244 -604.877 -576.394 8955.52 8961.21 8966.59 8977.12 8987.37 9003.28 9007.94 9011.57
5 27 -855.842 -952.091 -611.022 -654.37 -650.332 9054.36 9058.88 9062.75 9089.26 9113.2 9124.88 9132.13 9138.92
8 14 -740.998 -758.097 -673.905 -709.341 -678.97 8.55756 8.76655 8.94975 19.4411 28.8219 34.9723 39.1059 43.0802
13 15 -756.521 -797.064 -818.534 -822.384 -828.895 837.083 838.537 840.123 852.614 864.439 875.807 884.638 893.527
16 13 -837.092 -825.386 -801.81 -800.676 -801.444 3802.25 3805.63 3809.23 3825.5 3839.8 3845.74 3848.22 3850.91
16 10 -799.836 -778.778 -793.506 -883.05 -888.686 7910.36 7914.5 7919.02 7930.23 7938.36 7950.99 7958.31 7965.9
15 4 -621.892 -702.196 -614.612 -743.157 -740.349 1.12088 1.27388 1.4369 8.48884 14.269 19.7104 23.0607 26.4704
7 8 -663.283 -762.817 -730.574 -831.614 -820.589 854.64 856.044 857.173 865.428 870.749 875.044 877.816 880.792
14 5 -751.501 -778.146 -582.606 -610.062 -621.204 1678.03 1680.04 1682.14 1691.41 1699.98 1705.17 1708.5 1711.41
10 9 -796.673 -869.574 -724.532 -724.516 -739.366 4748.96 4752.04 4756.17 4766 4774.81 4782.73 4786.43 4789.51
15 15 -796.353 -756.163 83756.4 -712.204 -743.027 6668.39 6672.35 6676.52 6687.88 6697.81 6724.12 6734.22 6743.32
14 5 -791.109 -825.976 -622.008 -649.597 -664.713 8002.08 8007.13 8012.22 8021.26 8029.94 8049.89 8054.63 8059.28
8 12 -763.9 -805.972 -583.32 -619.771 -658.026 8546.07 8551.91 8557.7 8569.13 8579.75 8591.53 8595.62 8600.02
8 5 -802.847 -807.233 -660.6 -675.445 -677.765 9550.04 9555.26 9560.68 9569.21 9577.34 9586.13 9590.04 9593.78
8 7 -722.84 -733.05 146353 31846 -395.811 96.4473 96.9806 97.5811 106.342 112.798 149.281 173.379 178.136
15 10 -858.925 -862.732 -607.976 -622.876 -635.467 720.399 721.611 723.02 732.939 742.121 746.386 749.316 752.552
11 10 -781.567 -810.158 156432 86574.6 -562.222 756.456 757.69 759.013 770.994 781.73 817.917 834.4 837.552
9 17 -711.87 -764.406 15817.3 6913.95 -246.337 1148.81 1150.45 1152.66 1167.67 1181.38 1211.33 1216.65 1218.74
11 3 -622.154 -686.326 -723.162 -788.072 -791.773 1651.58 1653.91 1656.57 1662.91 1667.84 1673.62 1677.98 1682.04
5 6 -751.956 -793.821 525181 36063.1 -423.63 2193.01 2195.64 2198.38 2208.18 2216.53 2262.46 2288.29 2290.76
9 15 -834.289 -830.49 -737.674 -758.865 -760.398 3096.05 3098.42 3101 3114.65 3127.63 3141.79 3150.93 3160.45
7 1 -599.203 -642.74 -595.316 -662.009 -661.483 19.4902 19.7826 20.1607 25.1417 28.8607 33.6803 38.0333 42.9036
9 25 -903.322 -904.189 -658.374 -723.058 -740.645 343.967 344.943 345.716 373.459 397.285 401.469 404.93 408.567
11 14 -845.384 -869.387 -687.753 -708.635 -705.364 587.264 588.495 589.525 601.615 612.241 616.759 619.669 622.407
2 10 -756.768 -755.431 -579.407 -768.429 -764.883 1329.52 1331.61 1333.57 1345.94 1356.19 1361.07 1364.08 1366.96
9 15 -791.416 -808.615 -648.135 -684.02 -674.875 2100.53 2102.89 2105.53 2123.75 2140.3 2148.78 2153.48 2157.91
8 7 -613.529 -708.795 -765.969 -815.239 -820.883 3102.03 3104.42 3107.11 3120.03 3130.19 3142.98 3151.08 3159.31
6 9 -662.931 -767.069 26157.8 -580.578 -583.405 3324.83 3327.81 3331.06 3338.49 3344.83 3372.07 3375.38 3378.23
14 12 -641.754 -666.214 -726.902 -754.762 -779.978 3948.41 3951.65 3955.08 3963.76 3969.53 3993.5 4011.98 4030.5
7 8 -800.425 -802.665 -716.295 -695.59 -700.35 4160.48 4164.35 4168.24 4178.81 4188.13 4196.68 4199.76 4203.15
4 2 -571.93 -549.648 -572.321 -630.49 -634.714 5282.02 5285.47 5288.97 5295.82 5301.87 5319.23 5324.09 5328.31
6 24 -845.452 -847.959 -669.06 -688.71 -691.938 5588.52 5592.85 5596.28 5620.03 5639.6 5647.03 5650.73 5654.49
10 4 -734.588 -745.611 -684.453 -715.317 -740.166 6545.43 6549.01 6552.32 6561.02 6568.04 6581.8 6592.64 6603.88
12 6 -639.725 -747.747 212851 9102.09 -444.457 7601.72 7606.61 7610.62 7619.38 7628.12 7660.8 7666.2 7671.32
11 16 -792.906 -842.914 -555.903 -566.345 -547.716 8816.9 8821.04 8824.82 8843.88 8859.82 8869.48 8873.42 8877.47
7 8 -636.637 -669.651 -643.159 -636.448 -650.114 9429.23 9434.77 9440.09 9449.62 9456.8 9467.2 9470.4 9474.35
9 2 -736.322 -745.797 -692.856 -723.355 -750.593 1.43818 1.58057 1.72521 6.83838 10.5064 13.7764 16.7885 19.8164
6 1 -727.686 -750.869 -528.925 -639.419 -647.103 177.943 178.554 179.281 184.792 191.146 198.525 203.057 206.953
9 6 -837.109 -840.188 6778.33 -424.332 -649.883 223.725 224.48 225.118 234.164 241.845 268.487 271.846 275.336
16 15 -831.779 -876.611 -661.638 -660.281 -664.292 925.052 926.533 927.719 944.222 960.366 965.144 968.729 972.312
7 13 -791.327 -843.705 24098.1 -583.241 -656.075 1665.2 1667.56 1670 1681.88 1692.56 1719.18 1723.4 1727.68
12 5 -746.349 -783.289 -689.751 -711.136 -720.698 4008.71 4012.69 4016.34 4023.9 4029.44 4043.69 4054.23 4065.55
15 4 -637.793 -674.003 152999 -353.252 -467.19 4134.36 4138.47 4142.1 4149.16 4154.85 4195.71 4199.93 4203.36
7 10 -730.106 -789.403 -614.781 -751.249 -749.799 305.309 306.23 307.252 318.47 328.343 336.081 339.856 343.278
11 11 -774.277 -824.351 -662.066 -697.798 -754.473 589.072 590.297 591.486 606.981 620.308 626.032 630.048 634.277
16 3 -692.285 -741.244 255808 -458.789 -534.711 7777.58 7781.99 7786.16 7792.06 7796.75 7824.27 7830.43 7833.16
1 14 -797.432 -837.947 -880.511 -841.714 -823.562 8754.05 8758.39 8763.28 8772.94 8782.62 8798.68 8807.73 8816.65
14 8 -685.186 -739.189 -771.653 -772.727 -776.234 10036.2 10041 10046.2 10053.6 10059.8 10071.8 10076 10079.6
10 15 -861.917 -922.142 -747.502 -776.336 -775.908 0.101182 0.235863 0.381426 21.8354 43.1033 57.4718 70.034 82.9183
7 14 -707.469 -779.374 -793.382 -842.753 -934.954 89.1468 89.3284 89.5492 106.82 121.966 138.42 147.604 158.105
9 9 -685.368 -812.222 -765.515 -882.983 -882.643 162.589 162.805 162.999 173.5 184.28 188.886 194.556 199.834
8 10 -756.042 -789.564 -799.625 -910.439 -902.036 321.924 322.532 323.165 334.909 343.75 349.417 356.392 364.046
8 7 -786.655 -798.71 -457.363 -494.466 -543.077 399.501 400.269 401.149 410.85 419.289 422.759 425.851 428.598
14 11 -729.823 -743.39 -554.5 -589.138 -641.101 1175.91 1177.46 1178.69 1189.04 1197.2 1205.31 1211.62 1217.68
14 10 -783.592 -797.949 -793.096 -849.336 -867.401 1488.04 1489.72 1491.75 1503.32 1513.47 1530.82 1543.66 1557.32
10 15 -807.781 -858.812 -726.979 -791.803 -763.988 4600.32 4603.35 4606.27 4619.39 4631.79 4649.88 4662.98 4675.04
6 2 -692.627 -743.679 -736.767 -762.845 -791.133 6031.91 6035.58 6039.54 6044.95 6049.54 6059.78 6063.91 6068.15
12 16 -851.386 -886.404 368148 -702.869 -872.927 8393.43 8398.48 8403.64 8415.86 8428.46 8463.71 8478.41 8492.54
9 11 -780.913 -827.494 -613.434 -643.372 -686.235 8863.28 8868.32 8874.68 8888.59 8900.8 8914.81 8920.93 8927.4
11 15 -769.749 -824.579 -598.38 -605.962 -609.866 9285.44 9290.58 9295.74 9310.49 9322.29 9332 9335.08 9338.23
14 3 -818.178 -818.427 -740.319 -714.69 -733.621 9432.77 9437.8 9442.48 9450.36 9457.29 9468.68 9474.04 9479.5
13 11 -839.317 -887.476 99997.8 -636.221 -730.496 1.37504 1.52475 1.6738 14.1524 26.8405 46.1842 54.0845 59.3463
8 6 -663.337 -720.674 -602.613 -625.735 -635.241 346.671 347.564 348.295 360.274 371.393 374.948 377.753 381.269
7 9 -749.563 -763.142 19278.4 -475.112 -461.186 1938.5 1941.01 1942.64 1952.95 1965.08 1993.19 1996.18 1998.48
7 11 -710.88 -747.956 -692.864 -735.156 -740.052 2314.36 2316.87 2319.87 2332.79 2344.07 2349.43 2353.57 2358.6
7 14 -832.144 -860.568 -768.191 -781.084 -835.508 3424.51 3427.38 3429.53 3442.64 3454.52 3473.67 3486.42 3497.75
17 9 -797.958 -871.631 -529.197 -583.753 -617.928 4863.94 4868.43 4871.81 4884.11 4895.04 4910.98 4915.82 4920.79
18 19 -869.196 -871.11 -704.069 -722.2 -715.552 11.0769 11.2962 11.4996 25.6641 38.4966 41.4893 44.5655 47.6463
6 9 -745.383 -773.363 -675.03 -744.067 -740.036 386.131 387.007 387.755 397.08 405.215 415.658 420.622 425.875
12 13 -808.972 -869.406 345685 -523.513 -583.687 1849.12 1851.39 1853.14 1866.68 1878.44 1905.42 1909.49 1911.73
6 2 -597.119 -734.052 -488.527 -533.765 -629.595 2776.25 2779.36 2782.48 2790.04 2794.57 2800.63 2803.4 2806.89
14 26 -981.767 -983.616 -648.094 -698.708 -710.391 3121.04 3123.65 3126.64 3152.09 3175.38 3181.88 3185.39 3189.23
17 17 -749.855 -823.75 -481.911 -558.368 -593.961 3714.05 3716.93 3719.72 3733.66 3745.19 3754.96 3760.19 3766
8 6 -804.1 -778.79 -550.119 -617.565 -629.639 4925.64 4928.77 4931.78 4939.89 4946.62 4953.07 4956.15 4959.23
7 12 -736.256 -778.057 -558.901 -619.108 -629.606 6.88602 7.08039 7.26356 21.3974 33.7696 54.9445 63.6034 72.8426
13 5 -818.131 -810.717 -567.22 -711.734 -685.957 75.7779 75.9951 76.2449 82.8481 88.6575 97.0106 102.466 107.819
11 8 -714.761 -690.671 6458.57 -363.244 -368.013 1688.24 1690.05 1691.87 1702.59 1711.78 1752.22 1754.52 1756.32
6 11 -700.331 -797.015 -683.844 -677.709 -680.522 6564.47 6568.58 6573.17 6583.06 6593 6606.05 6610.8 6615.12
7 4 -696.02 -763.117 -651.22 -751.11 -788.671 9618.02 9622.54 9627.06 9634.02 9639.81 9658.26 9664.34 9670.21
8 6 -659.204 -686.203 -405.567 -475.496 -487.346 9874.74 9879.86 9885.35 9892.85 9901.51 9924.37 9927.38 9930.25
11 9 -699.741 -709.893 107109 -549.301 -582.419 61.3272 61.7611 62.1999 71.2318 79.4067 97.6367 101.009 104.233
7 1 -641.033 -644.63 -686.878 -700.281 -699.861 200.545 201.168 201.672 207.599 212.095 215.745 219.123 222.344
14 19 -766.984 -828.539 5326.43 -602.479 -650.815 269.669 270.419 270.993 287.906 302.694 318.928 322.628 326.842
7 18 -794.345 -797.084 -829.196 -802.106 -824.286 1433.7 1435.91 1437.72 1451.61 1464.36 1471.27 1475.68 1482.83
15 16 -830.2 -868.548 -792.126 -827.219 -830.905 2509.99 2512.83 2515.85 2529.18 2540.65 2546.46 2549.76 2553.15
6 18 -855.542 -870.279 -66.1546 -760.144 -780.769 2561.46 2564.34 2568.05 2584.85 2601 2614.84 2617.21 2619.29
13 7 -716.179 -720.767 -704.642 -769.931 -743.665 3419.72 3422.84 3425.71 3434.47 3441.39 3447.26 3450.44 3453.34
6 13 -723.776 -874.822 -528.995 -666.358 -675.894 4964.31 4968.19 4972.63 4983.31 4992.3 4999.58 5002.52 5005.92
7 16 -793.359 -792.965 -581.458 -678.912 -672.738 7002.47 7006.82 7010.4 7024.32 7037.21 7046.06 7050.87 7055.67
13 16 -803.448 -876.461 -690.889 -687.68 -689.99 7731.54 7736.31 7742.14 7752.88 7762.46 7771.21 7774.43 7777.63
9 15 -794.193 -802.835 -653.022 -726.197 -742.826 8422.83 8428.35 8433.67 8446.74 8458.29 8477.9 8486.69 8495.22
10 7 -686.903 -702.318 -629.995 -688.92 -693.585 160.716 161.315 161.899 170.378 177.644 185.743 191.411 197.054
6 13 -662.759 -741.562 18447.4 -411.826 -449.704 230.276 230.987 231.895 243.169 253.581 296.797 300.053 302.702
12 11 -783.506 -875.77 -737.247 -767.613 -744.544 1348.62 1350.61 1352.57 1366.17 1379.48 1391.7 1400.16 1408.52
16 19 -770.66 -939.439 105482 -38.3055 -590.906 3538.85 3541.77 3544.96 3559.68 3571.63 3593.88 3599.05 3602.23
9 5 -743.107 -762.778 -637.126 -673.754 -677.044 4028.08 4031.23 4033.83 4040.84 4047.44 4069.97 4077.67 4085.69
15 10 -663.184 -726.228 256683 -493.043 -512.069 4106.42 4110.01 4113.6 4126.41 4138.94 4189.37 4198.65 4205.62
11 17 -815.399 -928.21 -653.103 -700.971 -690.844 4278.94 4282.28 4285.78 4303.82 4321.64 4335.61 4340.5 4344.79
7 10 -827.867 -836.618 -663.076 -687.887 -692.747 4778.34 4782.09 4785.35 4800.52 4813.31 4821.82 4825.74 4829.82
6 9 -802.286 -818.936 -582.812 -678.638 -682.759 7057.86 7062.55 7066.97 7077.34 7085.18 7097.53 7103.09 7108.82
6 16 -801.212 -856.781 -716.827 -712.242 -734.03 8938.61 8942.74 8946.49 8958.3 8971.47 8991.2 8999.09 9006.62
10 12 -710.159 -862.307 15327.9 -358.772 -481.743 192.877 193.646 194.915 207.886 221.241 234.817 237.191 239.733
16 13 -719.691 -738.382 -652.122 -773.811 -773.825 1294.07 1295.8 1297.16 1310.76 1323.99 1330.52 1340.87 1351.7
14 11 -795.526 -795.754 -640.543 -636.368 -636.187 3573.69 3577.16 3581.13 3594.21 3605.06 3613.59 3616.97 3620.46
1 9 -830.198 -824.235 -657.241 -653.19 -654.084 4004.43 4008.06 4011.87 4023.79 4034.38 4042.7 4046.32 4049.55
4 11 -785.11 -824.103 -588.407 -813.191 -858.516 5568.83 5572.51 5576.29 5586.64 5595.38 5603.14 5606.16 5609.56
7 2 -677.984 -726.043 -678.191 -714.628 -715.684 6875.64 6879.62 6883.14 6891.44 6897.71 6906.49 6910.5 6914.13
10 17 -885.96 -920.315 -842.813 -899.196 -924.841 39.215 39.5376 39.8219 56.1897 71.0942 97.8799 121.398 143.996
9 7 -702.07 -703.514 640313 -455.452 -630.933 2268.24 2270.75 2273.92 2283.79 2292.09 2328.77 2357 2367.37
13 26 -840.211 -848.271 22764.3 -485.561 -497.617 4577.5 4580.76 4583.73 4606.17 4627.18 4663.6 4668.67 4671.72
5 9 -709.127 -739.355 -793.284 -807.89 -812.296 4857.31 4861.17 4864.96 4874.84 4882.55 4890.23 4892.76 4895.25
11 6 -717.013 -775.581 -777.533 -799.833 -820.83 5351.39 5355.49 5359.01 5368.48 5377.01 5398.64 5412.86 5427.66
4 5 -713.493 -752.149 -621.498 -620.413 -651.149 7731.56 7735.62 7740.34 7750.66 7760.74 7770.44 7774.64 7778.8
17 8 -710.979 -733.916 -658.666 -658.741 -694.042 8843.3 8847.49 8851.81 8860.86 8869.67 8878.1 8880.72 8883.42
8 14 -778.211 -804.716 -522.837 -524.189 -518.801 8906.36 8911.02 8915.95 8930.26 8943.12 8951.49 8954.5 8957.34
10 15 -780.859 -835.925 -779.671 -841.479 -863.642 8971.1 8975.14 8979.17 8996.8 9013.08 9031.44 9044.04 9056.87
12 11 -700.774 -763.928 -766.705 -828.355 -831.851 155.204 155.855 156.562 167.68 177.735 194.317 206.639 218.897
6 14 -827.096 -916.542 -703.105 -690.986 -704.552 683.811 684.983 686.432 699.556 711.275 716.087 719.622 723.01
8 2 -726.495 -749.574 -666.811 -693.052 -699.528 968.713 970.312 971.894 980.338 987.193 991.898 995.018 998.25
10 16 -848.286 -847.974 -681.548 -777.457 -778.824 1134.58 1136.25 1138.13 1153.8 1167.19 1187.21 1192.22 1196.8
